file,title
1801_02218_tianyu.tex,"Critical Multipliers in Semidefinite Programming
\footnote{
Supported by the National Natural Science Foundation of China under project grant No.11571059, No.11731013 and No. 91330206.
}"
1801_07909_LMO_ICMCB_tests_v04.tex,First scintillating bolometer tests of a CLYMENE R\&D on Li$_2$MoO$_4$ scintillators towards a large-scale double-beta decay experiment
1801_07296.tex,Tensor algebras of product systems and their $\ca$-envelopes
1801_08513_gmm_var_sba.tex,"Unmixing urban hyperspectral imagery with a Gaussian mixture model
on endmember variability"
1801_01128_SHDust.tex,{\sc SHARDS}: Dust attenuation in z$\sim$2 galaxies
1801_05623.tex,
1801_08320_arXiv_Manuscript_WEN.tex,Spiral Transformation for High-Resolution and Efficient Sorting of Optical Vortex Modes
1801_09510_main.tex,"
Multi-Radio 5G Architecture for Connected and Autonomous Vehicles: Application and Design Insights
%Scalable and Heterogeneous ITS Architecture Design for Connected Autonomous Vehicles
"
1801_07187_thesis.tex,Verbesserte Tuningmethoden von Monte Carlo Generatoren
1801_07768.tex,Hartshorne's questions and weakly cofiniteness
1801_06953_main.tex,"\LARGE\bf On The Effect of Vibration on Shape Sensing of Continuum Manipulators Using Fiber Bragg Gratings*
"
1801_05912_MI-ken_2017_11_cshen.tex,On the influence of Dice loss function in multi-class organ segmentation of abdominal CT using 3D fully convolutional networks
1801_03560_radcor2017-yost.tex,KKMC-hh: A Precision Event Generator for EW Radiative Corrections in Hadron Scattering
1801_01744.tex,
1801_03138_sample-sigconf.tex,Deep In-GPU Experience Replay
1801_02835_LCA-automorphism-groups.tex,Topological rigidity of linear cellular automaton shifts
1801_03177_main.tex,The Dark Energy Survey Image Processing Pipeline
1801_07279_Carina2_3.tex,Discovery of Carina~II and III
1801_10454_Muon-Stopping-Site.tex,Computational Prediction of Muon Stopping Sites
1801_00415_arXiv_version.tex,Semantic Segmentation of Human Thigh Quadriceps Muscle in Magnetic Resonance Images
1801_06367_pmge0093021.tex,Unusual Coulomb excitations in ABC-stacked trilayer graphene \\
1801_01430_conference_071817.tex,SmartTennisTV: Automatic indexing of tennis videos
1801_08173_main_2.tex,Hamilton Geometry\\ - \\Phase Space Geometry from Modified Dispersion Relations
1801_10178_paper_v2.tex,Probing Cosmic Origins with CO and [CII] Emission Lines
1801_05959_strangecorrelator.tex,Mapping topological to conformal field theories through strange correlators
1801_06263_spectralCT_blockdiagonal_extended.tex,"Three material decomposition for spectral computed tomography enabled
by block-diagonal step-preconditioning"
1801_08709_line.tex,Adaptive Lower Bound for Testing Monotonicity on the Line
1801_06690_ms.tex,Pseudorapidity dependence of multiplicity and transverse momentum fluctuations in pp collisions at SPS energies
1801_05804_shaw_stappers_weltevrede.tex,
1801_05023_villhauer.tex,Noncommutative Black Holes at the LHC
1801_03573.tex,
1801_08924_btw-PS.tex,"Power spectrum of rare events in two-dimensional BTW model,\\
violation of $1/f$ noise hypothesis"
1801_08959_cohnonlinlat_submit1.tex,Stabilization of Nonlinear Lattices: A Route to Superfluidity and Hysteresis
1801_10179_kronecker.tex,
1801_09606_Laestadius_tellgren_20180129.tex,"%Non-existence of a weak 
	Density-Wavefunction Mapping 
	in Degenerate Current-Density-Functional Theory"
1801_01565_thesis.tex,A study on the use of eye tracking to adapt gameplay and procedural content generation \\in first-person shooter games
1801_04111_r2glgm_giorgi_v2.tex,On the goodness-of-fit of generalized linear geostatistical models
1801_07116_v5.tex,Comparison of Single-Ion Molecular Dynamics in Common Solvents
1801_04215_ex_shared.tex,{\TheTitle}
1801_00117_haltmeier2017new.tex,A New Sparsification and Reconstruction Strategy for Compressed Sensing Photoacoustic Tomography
1801_10092_surface_dep_strip.tex,Surface Deposition of the Enceladus Plume\\and the Angle of Emissions
1801_09401_CCCMaschio.tex,
1801_10555_ThermalStateN.tex,"Broadband thermal light with Bose-Einstein photon statistics
from warm atomic vapor"
1801_04808_BKstar_asymmetry_v22.tex,The asymmetries of the $B \to K^* \mu^+ \mu^-$ decay and the search of new physics beyond the Standard Model
1801_00359_EXO-16-004_temp.tex,Search for decays of stopped exotic long-lived particles produced in proton-proton collisions at $\sqrt{s}=13\TeV$
1801_08979_reelay.tex,Sequential Circuits\\from Regular Expressions\\Revisited
1801_05240_PartialExchangeability_180116.tex,de Finetti reductions for partially exchangeable probability distributions
1801_08728.tex,Criteria for good reduction of hyperbolic polycurves
1801_03619_CS_paper2.tex,RAF: Robust Adaptive Multi-Feedback Channel Estimation for Millimeter Wave MIMO Systems
1801_02813_draft11.tex,Control of Excitation Energy Transfer in Condensed Phase Molecular Systems by Floquet Engineering
1801_10434_egpaper_final.tex,Robust 3D Human Motion Reconstruction Via Dynamic Template Construction
1801_06069_ms.tex,\bf Graphical models for mediation analysis
1801_03661_paper.tex,Effect of Dielectric Discontinuity on a Spherical Polyelectrolyte Brush
1801_01037_main.tex,Distributed Memory Techniques for Classical Simulation of Quantum Circuits
1801_02240.tex,"A design principle for actuation of
nematic glass sheets"
1801_10390_68507.tex,Charging in a Superconducting Vortex Due to the Three Force Terms in Augmented Eilenberger Equations
1801_08065_perturbative_application_sensor_Jan24.tex,Perturbation approach for computing frequency- and time-resolved photon correlation functions
1801_04276_aanda.tex,Feedack from Reorienting AGN Jets
1801_03909_Vor_Invariants_EJFM_arXiv.tex,Nonlinear water waves in shallow water in the presence of constant vorticity: A Whitham approach
1801_01270_main-v8.tex,"Ultra-Reliable and Low-Latency Wireless Communication:  Tail, Risk and Scale"
1801_03833_00-main.tex,Formal verification of an interior point algorithm instanciation
1801_09596_article.tex,Orbital-enriched Flat-top Partition of Unity Method for the Schrödinger Eigenproblem
1801_00517_dedekind.tex,Dedekind Sums with Even Denominators
1801_04346_main.tex,"A Computational Model of 
Commonsense Moral Decision Making"
1801_02237_difalco_chef17.tex,\boldmath The Mu2e undoped CsI crystal calorimeter
1801_08383_arxiv_main.tex,Data-Driven Impulse Response Regularization via Deep Learning 
1801_02035_CoCuMnSb_Modified_02122017_last_submitted.tex,Development of half metallicity within mixed magnetic phase of Cu$_{1-x}$Co$_x$MnSb alloy
1801_09055_orthogonal_arxiv.tex,Solving for multi-class using orthogonal coding matrices
1801_01051_main.tex,Spot the Difference by Object Detection
1801_02937_IncrementalValidityIndex.tex,Online Cluster Validity Indices for \\ Streaming Data
1801_04131_Partly_Overloaded_Spreading_Sequences.tex,On Partly Overloaded Spreading Sequences with Variable Spreading Factor
1801_06396_main_arxiv.tex,Computing Possible and Certain Answers\\over Order-Incomplete Data
1801_06970_Manuscript_31Jan2018.tex,
1801_01066_ms.tex,Detection of additional Be+sdO systems from \emph{IUE} spectroscopy
1801_05832_ecot8dvsbp-cleaned.tex,"%
Efficient Computation of the 8-point DCT via Summation by Parts"
1801_07178_LCWS_Proceedings_ArXiv.tex,"ROPPERI \\ \large{ Readout Of a Pad Plane with ElectRonics designed for pIxels }\\-\\ \LARGE{ A TPC readout with GEMs, pads and Timepix }"
1801_05570_article.tex,Clustered Point-Source Foregrounds in EoR
1801_01260_formatting-instructions-latex-2018.tex,Cross-domain  Human Parsing via Adversarial  Feature and  Label Adaptation 
1801_10129_main.tex,Motivic Hodge modules
1801_03242_popov-gband-dwnt.tex,Manuscript Title:\\with Forced Linebreak
1801_03063_generator.tex,Generator of arbitrary classical photon statistics
1801_00529_paper32.tex,The Harrington-Shelah model with large continuum
1801_04296_main.tex,
1801_03381_Bernoulli.tex,\bfseries Recovery of Binary Sparse Signals with Biased Measurement Matrices
1801_08225_Knock2.tex,Knock-Knock: The unbearable lightness of Android Notifications
1801_01922_polyvectorization.tex,Vectorization of Line Drawings via PolyVector Fields
1801_09907_paper.tex,Approximate ground states of the random-field Potts model from graph cuts
1801_06025_pnp_npn.tex,"Characterizing Complementary Bipolar Junction Transistors by Early Modelling, Image Analysis, and Pattern Recognition"
1801_06518_ms.tex,
1801_03240_kirill01.tex,Optical coupling between resonant dielectric nanoparticles and dielectric waveguides probed by third harmonic generation microscopy
1801_01295_theossa.tex,"Stellar parameters for the central star of the planetary nebula PRTM\,1"
1801_07759_cookies.tex,Whose Hands Are in the Finnish Cookie Jar?
1801_00493_Vorticity-inhomogeneous-helicity.tex,
1801_07489_Grav-Prop-Hawk-PLBv4.tex,\textbf{Hawking radiation and the Bloom-Gilman duality}
1801_09869_isi_gold.tex,Assessment of interaction-strength interpolation formulas for gold and silver clusters
1801_04674_2r1.tex,Approximation of Excessive Backlog Probabilities of Two Tandem Queues
1801_05486_calfa_varXiv.tex,
1801_06585.tex,On two types of $Z$-monodromy in triangulations of surfaces
1801_08816_article.tex,"New measurement of the $1S-3S$ transition frequency of hydrogen: 
contribution to the proton charge radius puzzle"
1801_01978_ito_icc18.tex,Trainable ISTA for Sparse Signal Recovery
1801_05731_main.tex,In-network Neural Networks
1801_09941.tex,Large Deviations in Renewal Theory and Renewal Models of Statistical Mechanics
1801_02919_trineutron.tex,Three-neutron resonance study using transition operators
1801_06893.tex,Schubert Decomposition for Milnor Fibers
1801_01790.tex,"Multiple addition, deletion and restriction theorems for 
hyperplane arrangements"
1801_02588_FRAG_GUAL.tex,
1801_04298_cstruct_v1.tex,Challenges in Modelling and Simulation of Turbulent Flows with Spatially-Developing Coherent Structures
1801_02431.tex,Hessian of the Ricci Calabi functional
1801_04026_paper.tex,Relational Characterisations of Paths
1801_05085_robot.tex,Excuse me! Perception of Abrupt Direction Changes\texorpdfstring{\\}{ }Using Body Cues and Paths on Mixed Reality Avatars
1801_03054.tex,Unboundedness of Betti numbers
1801_02127_draft_prdrc_ggphi.tex,\boldmath  Study of $\eta(1475)$ and $X(1835)$  in radiative $J/\psi$ decays to $\gamma \phi$
1801_09863_Burnside.tex,Burnside groups and $n$-moves for links
1801_10588_pres_shanghai_v8.tex,Percolation for D2D Networks on Street Systems
1801_07808_AspHurKen180118.tex,Pebbling on Graph Products and other Binary Graph Constructions
1801_05072_palotai.2017.bolide.tex,
1801_02661_Thermodynamics_of_a_class_of_regular_black_holes_with_a_generalized_uncertainty_principle.tex,Thermodynamics of a class of regular black holes with a generalized uncertainty principle
1801_09726_main.tex,Adsorption of parahydrogen on graphene
1801_00623.tex,Observability of Boolean Networks via Set Controllability Approach
1801_01652_EE_CNE_JTCoMP.tex,Energy Efficiency Maximization for CoMP Joint Transmission with Non-ideal Power Amplifiers
1801_04608_green_etal_2018.tex,"The origin, early evolution and predictability of solar eruptions"
1801_08861_strain_scattering_arXiv-version.tex,Charge carrier scattering on mechanical deformations in crumpled graphene
1801_07276.tex, C-projective symmetries of submanifolds in quaternionic geometry
1801_00382_paper.tex,A clustering method for misaligned curves
1801_05841_massive_stars_arxiv.tex,
1801_00426_main_new.tex,Chiral spin texture in the charge-density-wave phase of the correlated metallic Pb/Si(111) monolayer
1801_08004_hydro.tex,Hydrodynamics with gas-grain chemistry and radiative transfer: comparing dynamical and static models
1801_02209_paper.tex,Building Generalizable Agents \\with a Realistic and Rich 3D Environment
1801_01908_logic-intersection.tex,Structural logic and abstract elementary classes with intersections
1801_06250_heights-over-Q.tex,Heights on weighted projective spaces
1801_06556_manuscript.tex,Self-interacting dark matter constraints in a thick dark disk scenario 
1801_07486_HfSe2_strain_pdftex.tex,Direct observation of strain-induced orbital valence band splitting in HfSe$_2$ by sodium intercalation
1801_00774_bmu.tex,The effect of the Magnus force on skyrmion relaxation dynamics
1801_01736_Draft-4.1.18.tex,Chiral Majorana Interference as a Source of Quantum Entanglement
1801_07958.tex,\bf Beyond dRGT as Mimetic Massive
1801_02774_sphere_arxiv.tex,Adversarial Spheres
1801_03169_gomez_g.tex,Magnetic field structure in molecular filaments.
1801_01356_Roleofhydrogen.tex,Intercalation of hydrogen in the SiC/epitaxial graphene interface
1801_00817_ms.tex,Multi-Epoch VLBA Imaging of Twenty New TeV Blazars: Apparent Jet Speeds
1801_05329.tex,Cone construction   I  
1801_05946_ms.tex,On Efficiently Detecting Overlapping Communities over Distributed Dynamic Graphs
1801_04326_main.tex,Not All Ops Are Created Equal!
1801_04327.tex,"La théorie arithmétique des grandeurs algébriques de Kronecker (1882)
\footnote{Mots clefs~: Kronecker, algebraic geometry, algebraic number theory, elimination theory, 01A55, 13P15, 14-03, 11-03. Ce texte développe et corrige un chapitre de ma thèse~; il a fait l'objet d'un exposé à la << Journée en l'honneur de Christian Houzel >> à l'IHP (Paris) le 23 novembre 2007.}"
1801_07051_pi0_pPb_draft.tex,Neutral pion and \e meson production in \pPb collisions at \spPb
1801_05941_n3256_chem_accepted.tex,ALMA Astrochemical Observations of the Infrared-Luminous Merger NGC 3256
1801_06908_spin-boson_C1_ArXiv.tex,
1801_02283_main.tex,Computing the average root number of an elliptic surface
1801_02729_SI_ESD_v6.tex,"Supplementary online material for \\Observation of entanglement sudden death and rebirth \\ by controlling
		solid-state spin bath"
1801_09832_ReijonenSugawa2018.tex,
1801_00227.tex,Vector disformal transformation of cosmological perturbations
1801_02746_bare_conf.tex,Fusion of ANN and SVM Classifiers %for Network Attack Detection
1801_03273_Ti2MnAl.tex,Prediction of a magnetic Weyl semimetal without spin-orbit coupling and strong anomalous Hall effect in the Heusler compensated ferrimagnet Ti$_2$MnAl
1801_05516_PRD01.tex,Asymmetric Thin-Shell Wormholes
1801_02725_TaRh2B2_NbRh2B2_Arxiv.tex,The Chiral Non-Centrosymmetric Superconductors TaRh$_2$B$_2$ and NbRh$_2$B$_2$ 
1801_01641_CIKM2016-aNMM.tex,aNMM: Ranking Short Answer Texts with Attention-Based Neural Matching Model
1801_04432_Quenching-of-fluorescence-for-linear-alkylbenzene.tex,"Quenching of fluorescence for linear alkylbenzene\thanks{Supported by the Strategic Priority Research Program of the Chinese Academy of Sciences (Grant No. XDA10010500), the National Natural Science Foundation of China (Grant No. 11205240, 11575193), the Youth Innovation Promotion Association of CAS (No. 2016153) and in part by the CAS Center for Excellence in Particle Physics (CCEPP).}"
